Date,Day_of_Week,Month,Season,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Department,Public_Holiday,Special_Event,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate
2024-04-22,Monday,4,Spring,329,200,28,54,20,11,Orthopedics,False,False,95,6,60.79
2021-05-03,Monday,5,Summer,375,197,35,64,21,12,Pediatrics,False,False,80,7,52.53
2022-02-05,Saturday,2,Winter,328,367,58,53,14,12,Cardiology,False,False,87,7,111.89
2023-02-06,Monday,2,Winter,302,325,65,24,8,9,Neurology,False,False,85,3,107.62
2021-10-21,Thursday,10,Autumn,389,180,78,56,15,11,Cardiology,False,False,83,9,46.27
2021-10-07,Thursday,10,Autumn,356,321,57,37,21,6,Cardiology,True,False,76,7,90.17
2023-06-03,Saturday,6,Monsoon,329,315,52,25,16,11,Cardiology,True,False,97,1,95.74
2025-06-22,Sunday,6,Monsoon,308,373,37,26,25,8,General Medicine,False,False,75,9,121.1
2021-07-17,Saturday,7,Monsoon,325,230,31,27,14,9,Orthopedics,False,False,86,6,70.77
2023-09-09,Saturday,9,Autumn,301,258,73,54,20,11,ICU,False,False,98,6,85.71
2025-03-15,Saturday,3,Spring,361,367,46,63,8,11,General Medicine,True,False,92,7,101.66
2023-01-22,Sunday,1,Winter,302,341,66,70,7,2,Pediatrics,False,False,84,2,112.91
2021-05-24,Monday,5,Summer,345,215,20,60,13,2,Emergency,False,False,79,2,62.32
2022-09-01,Thursday,9,Autumn,367,241,34,63,10,5,Cardiology,False,False,94,4,65.67
2024-05-09,Thursday,5,Summer,324,308,66,65,16,5,Cardiology,False,False,86,2,95.06
2024-02-22,Thursday,2,Winter,350,264,46,30,5,12,ICU,False,False,71,7,75.43
2021-07-06,Tuesday,7,Monsoon,312,221,35,23,18,10,Cardiology,False,False,92,10,70.83
2024-09-11,Wednesday,9,Autumn,343,180,40,66,14,10,Cardiology,False,False,86,9,52.48
2022-04-09,Saturday,4,Spring,334,233,20,24,22,2,ICU,False,False,82,2,69.76
2024-10-04,Friday,10,Autumn,354,354,48,43,17,10,Orthopedics,False,False,87,1,100.0
2025-11-30,Sunday,11,Autumn,386,279,22,23,13,4,General Medicine,False,False,88,1,72.28
2022-10-22,Saturday,10,Autumn,308,218,31,47,23,9,Orthopedics,False,False,71,2,70.78
2023-02-03,Friday,2,Winter,301,337,79,38,8,4,ICU,False,False,98,3,111.96
2023-08-13,Sunday,8,Monsoon,360,186,47,49,7,1,Neurology,True,False,71,1,51.67
2022-02-07,Monday,2,Winter,340,329,58,25,10,5,Pediatrics,False,False,87,8,96.76
2024-10-01,Tuesday,10,Autumn,343,300,56,53,13,2,Pediatrics,True,False,76,6,87.46
2025-03-15,Saturday,3,Spring,363,357,50,64,14,6,Neurology,False,False,79,3,98.35
2021-05-27,Thursday,5,Summer,330,224,79,27,13,1,Neurology,False,False,73,9,67.88
2024-03-17,Sunday,3,Spring,346,253,50,69,21,7,Cardiology,False,False,73,4,73.12
2023-05-14,Sunday,5,Summer,301,299,77,37,14,7,Pediatrics,False,False,93,9,99.34
2025-10-01,Wednesday,10,Autumn,395,251,52,39,10,4,Cardiology,False,False,90,5,63.54
2022-05-04,Wednesday,5,Summer,381,317,52,64,20,9,Orthopedics,False,False,70,9,83.2
2023-07-18,Tuesday,7,Monsoon,376,321,66,30,21,3,Emergency,False,False,100,8,85.37
2025-07-22,Tuesday,7,Monsoon,368,225,59,70,15,5,General Medicine,False,False,71,2,61.14
2022-07-05,Tuesday,7,Monsoon,357,302,30,62,24,5,Cardiology,False,False,100,5,84.59
2021-12-04,Saturday,12,Winter,343,297,65,35,11,8,ICU,False,False,79,1,86.59
2023-05-22,Monday,5,Summer,373,254,48,24,8,10,Orthopedics,False,False,84,1,68.1
2022-10-03,Monday,10,Autumn,355,185,44,55,14,10,Pediatrics,False,False,99,3,52.11
2025-12-08,Monday,12,Winter,342,200,74,54,25,4,General Medicine,False,False,81,1,58.48
2022-04-18,Monday,4,Spring,388,369,32,33,18,1,Neurology,False,False,72,6,95.1
2021-05-31,Monday,5,Summer,333,326,70,49,21,11,Emergency,False,False,99,6,97.9
2024-12-09,Monday,12,Winter,400,282,63,42,18,5,Neurology,False,False,73,5,70.5
2024-08-14,Wednesday,8,Monsoon,329,267,73,70,24,1,Neurology,False,False,78,9,81.16
2025-06-23,Monday,6,Monsoon,370,389,38,55,17,3,Pediatrics,False,False,83,4,105.14
2021-09-20,Monday,9,Autumn,369,278,77,16,6,6,Cardiology,False,False,79,3,75.34
2025-11-23,Sunday,11,Autumn,354,241,55,65,13,1,Orthopedics,False,False,79,3,68.08
2021-05-24,Monday,5,Summer,366,286,47,44,7,10,Cardiology,False,False,100,1,78.14
2021-12-12,Sunday,12,Winter,312,262,23,54,8,3,Pediatrics,False,False,74,4,83.97
2022-09-16,Friday,9,Autumn,302,360,22,64,16,7,Pediatrics,False,False,80,7,119.21
2023-10-14,Saturday,10,Autumn,325,331,77,54,19,2,Orthopedics,False,False,98,8,101.85
2025-05-15,Thursday,5,Summer,356,235,57,19,24,6,Emergency,False,False,96,6,66.01
2023-05-31,Wednesday,5,Summer,323,369,56,52,12,7,Pediatrics,False,False,83,7,114.24
2021-01-02,Saturday,1,Winter,352,341,62,56,22,12,ICU,False,False,75,5,96.88
2023-06-16,Friday,6,Monsoon,369,201,44,29,9,12,Pediatrics,False,False,80,8,54.47
2024-08-20,Tuesday,8,Monsoon,342,247,60,50,6,2,Pediatrics,False,False,99,10,72.22
2021-09-11,Saturday,9,Autumn,359,364,54,17,13,11,ICU,False,False,80,3,101.39
2025-08-03,Sunday,8,Monsoon,357,189,48,38,18,11,General Medicine,False,False,72,8,52.94
2022-03-29,Tuesday,3,Spring,348,245,60,55,5,5,Pediatrics,False,False,82,10,70.4
2023-11-27,Monday,11,Autumn,341,187,48,62,24,10,Cardiology,False,False,87,7,54.84
2024-03-29,Friday,3,Spring,375,302,31,62,8,12,Cardiology,False,False,87,9,80.53
2023-10-12,Thursday,10,Autumn,399,217,54,61,21,10,Cardiology,False,False,75,6,54.39
2021-01-09,Saturday,1,Winter,365,302,39,70,14,1,ICU,False,False,100,10,82.74
2024-06-10,Monday,6,Monsoon,310,241,36,55,6,3,Pediatrics,False,False,82,10,77.74
2024-01-28,Sunday,1,Winter,397,335,72,63,10,1,General Medicine,False,False,75,2,84.38
2025-08-10,Sunday,8,Monsoon,389,317,31,67,23,12,ICU,False,False,81,5,81.49
2023-03-27,Monday,3,Spring,317,224,76,26,13,3,Neurology,False,False,76,9,70.66
2021-07-27,Tuesday,7,Monsoon,384,244,69,69,23,4,Orthopedics,True,False,83,7,63.54
2024-02-29,Thursday,2,Winter,399,246,55,22,23,12,Cardiology,False,False,78,3,61.65
2022-02-08,Tuesday,2,Winter,351,316,29,28,13,12,Pediatrics,False,False,72,2,90.03
2021-06-01,Tuesday,6,Monsoon,345,312,37,32,7,5,Pediatrics,False,False,84,8,90.43
2021-02-23,Tuesday,2,Winter,343,285,49,58,10,4,Orthopedics,False,False,76,8,83.09
2024-02-18,Sunday,2,Winter,321,317,27,60,10,4,Neurology,False,False,76,1,98.75
2025-08-24,Sunday,8,Monsoon,352,319,60,34,21,9,Emergency,False,False,93,2,90.62
2022-09-20,Tuesday,9,Autumn,358,261,70,37,17,9,Pediatrics,False,False,90,5,72.91
2022-08-10,Wednesday,8,Monsoon,393,237,32,19,17,9,Orthopedics,False,False,88,5,60.31
2025-07-07,Monday,7,Monsoon,329,328,50,15,11,11,Orthopedics,False,False,96,7,99.7
2024-12-14,Saturday,12,Winter,307,328,76,59,13,5,Pediatrics,False,False,96,5,106.84
2024-12-16,Monday,12,Winter,397,372,25,60,22,11,Orthopedics,False,False,98,9,93.7
2021-04-14,Wednesday,4,Spring,356,310,73,16,5,5,Pediatrics,False,False,71,1,87.08
2021-09-11,Saturday,9,Autumn,372,248,26,30,24,2,Pediatrics,False,False,89,5,66.67
2024-06-04,Tuesday,6,Monsoon,319,268,79,19,17,6,Pediatrics,False,False,97,3,84.01
2024-02-10,Saturday,2,Winter,324,243,40,36,12,2,ICU,True,False,93,10,75.0
2022-05-25,Wednesday,5,Summer,318,356,57,15,25,10,Orthopedics,False,False,83,6,111.95
2025-02-05,Wednesday,2,Winter,304,251,62,26,13,5,Neurology,False,True,74,1,82.57
2021-04-09,Friday,4,Spring,374,196,68,33,5,11,Cardiology,False,False,70,2,52.41
2021-06-02,Wednesday,6,Monsoon,378,252,70,68,13,12,General Medicine,False,False,81,9,66.67
2023-07-03,Monday,7,Monsoon,371,339,47,36,24,12,Emergency,False,False,81,9,91.37
2023-05-28,Sunday,5,Summer,382,249,76,69,15,5,Cardiology,False,False,88,2,65.18
2021-12-04,Saturday,12,Winter,386,292,63,56,24,4,General Medicine,False,False,90,4,75.65
2025-09-26,Friday,9,Autumn,326,200,40,58,8,5,Cardiology,False,True,99,10,61.35
2023-04-02,Sunday,4,Spring,339,314,40,65,20,7,Orthopedics,False,False,91,3,92.63
2024-04-01,Monday,4,Spring,395,186,43,62,18,10,Emergency,False,False,71,8,47.09
2025-10-10,Friday,10,Autumn,325,290,46,31,24,2,Pediatrics,False,False,98,1,89.23
2023-08-15,Tuesday,8,Monsoon,326,206,46,27,25,1,Cardiology,False,False,93,9,63.19
2025-09-01,Monday,9,Autumn,361,187,32,53,22,4,Emergency,False,False,82,4,51.8
2021-06-10,Thursday,6,Monsoon,382,380,69,42,13,7,ICU,False,False,81,8,99.48
2025-05-23,Friday,5,Summer,349,207,48,17,5,1,ICU,False,False,92,8,59.31
2023-03-12,Sunday,3,Spring,341,386,58,19,7,4,Orthopedics,False,False,92,6,113.2
2022-02-02,Wednesday,2,Winter,328,373,76,50,24,6,Orthopedics,False,False,100,10,113.72
2024-07-24,Wednesday,7,Monsoon,338,378,74,29,5,6,ICU,False,False,96,9,111.83
2023-03-27,Monday,3,Spring,359,226,47,31,7,1,Cardiology,False,False,76,8,62.95
2025-03-08,Saturday,3,Spring,340,389,56,58,18,7,Pediatrics,False,False,90,3,114.41
2024-11-16,Saturday,11,Autumn,332,265,48,69,18,5,General Medicine,False,False,71,6,79.82
2024-03-04,Monday,3,Spring,382,189,67,60,17,6,General Medicine,False,False,77,2,49.48
2024-05-03,Friday,5,Summer,400,293,41,43,5,1,Pediatrics,False,False,88,1,73.25
2022-02-05,Saturday,2,Winter,382,212,55,18,19,7,ICU,False,False,88,5,55.5
2022-10-02,Sunday,10,Autumn,396,314,49,46,24,4,General Medicine,False,False,87,7,79.29
2023-11-23,Thursday,11,Autumn,315,310,47,63,11,3,Cardiology,False,False,71,6,98.41
2022-11-19,Saturday,11,Autumn,322,193,42,57,20,12,General Medicine,False,False,99,4,59.94
2022-04-05,Tuesday,4,Spring,306,351,52,52,24,11,Neurology,False,False,71,4,114.71
2023-08-13,Sunday,8,Monsoon,325,225,23,18,25,4,General Medicine,True,False,82,9,69.23
2022-04-15,Friday,4,Spring,395,240,22,27,5,9,Pediatrics,False,False,75,3,60.76
2024-10-30,Wednesday,10,Autumn,311,343,80,34,19,5,Neurology,False,False,77,2,110.29
2023-11-12,Sunday,11,Autumn,371,192,51,61,24,12,Pediatrics,False,False,88,6,51.75
2023-01-20,Friday,1,Winter,304,195,23,32,19,5,ICU,False,False,75,1,64.14
2025-08-21,Thursday,8,Monsoon,391,387,20,63,23,8,Emergency,False,False,88,2,98.98
2021-02-07,Sunday,2,Winter,368,312,31,65,10,7,Emergency,False,False,78,4,84.78
2021-08-18,Wednesday,8,Monsoon,348,217,32,56,10,3,Cardiology,False,False,84,9,62.36
2024-10-20,Sunday,10,Autumn,325,357,53,51,5,1,Emergency,False,False,86,4,109.85
2022-07-17,Sunday,7,Monsoon,304,217,79,26,20,12,Orthopedics,False,False,92,10,71.38
2022-03-14,Monday,3,Spring,321,282,78,39,22,11,ICU,False,False,77,3,87.85
2025-12-05,Friday,12,Winter,378,235,48,44,17,2,Neurology,False,False,78,1,62.17
2024-07-30,Tuesday,7,Monsoon,312,242,28,29,16,3,Neurology,False,False,99,8,77.56
2021-01-27,Wednesday,1,Winter,327,299,50,69,22,11,Emergency,False,False,74,4,91.44
2021-08-14,Saturday,8,Monsoon,332,227,26,50,14,1,General Medicine,False,False,75,2,68.37
2024-07-24,Wednesday,7,Monsoon,322,284,32,22,18,1,Emergency,False,False,90,7,88.2
2023-03-09,Thursday,3,Spring,396,238,73,42,24,8,ICU,False,True,95,1,60.1
2025-06-21,Saturday,6,Monsoon,317,256,21,66,15,8,General Medicine,False,False,90,3,80.76
2021-10-11,Monday,10,Autumn,329,351,52,36,22,2,General Medicine,False,False,96,10,106.69
2023-05-29,Monday,5,Summer,325,306,69,63,16,8,Neurology,False,False,80,5,94.15
2023-08-18,Friday,8,Monsoon,315,234,26,52,21,11,Pediatrics,False,False,76,7,74.29
2025-02-13,Thursday,2,Winter,376,234,37,30,7,2,ICU,False,False,99,3,62.23
2022-03-29,Tuesday,3,Spring,338,308,70,19,25,11,Cardiology,True,False,100,4,91.12
2023-10-17,Tuesday,10,Autumn,332,315,27,60,5,5,Cardiology,False,False,97,5,94.88
2023-03-27,Monday,3,Spring,325,306,74,48,5,1,ICU,False,False,89,10,94.15
2022-10-21,Friday,10,Autumn,347,311,31,63,10,9,Neurology,False,False,84,2,89.63
2025-03-20,Thursday,3,Spring,364,264,62,52,23,4,Pediatrics,True,False,82,9,72.53
2022-07-01,Friday,7,Monsoon,337,294,78,25,8,10,ICU,False,False,84,7,87.24
2024-04-30,Tuesday,4,Spring,301,360,49,16,17,11,ICU,True,False,83,2,119.6
2023-12-09,Saturday,12,Winter,305,237,78,39,16,2,General Medicine,False,True,75,6,77.7
2025-03-16,Sunday,3,Spring,345,216,28,39,12,1,Pediatrics,False,False,73,7,62.61
2021-01-17,Sunday,1,Winter,349,228,47,15,24,6,General Medicine,True,False,98,10,65.33
2024-04-10,Wednesday,4,Spring,337,246,23,45,11,11,ICU,False,False,87,4,73.0
2024-05-28,Tuesday,5,Summer,387,198,58,19,25,8,Neurology,False,False,87,4,51.16
2021-06-07,Monday,6,Monsoon,317,308,36,54,11,4,General Medicine,False,False,97,8,97.16
2022-04-22,Friday,4,Spring,326,208,30,18,11,1,Orthopedics,False,False,98,2,63.8
2023-12-06,Wednesday,12,Winter,340,266,78,65,18,1,ICU,False,False,73,2,78.24
2024-10-28,Monday,10,Autumn,371,212,21,19,22,6,Pediatrics,False,False,96,2,57.14
2022-06-02,Thursday,6,Monsoon,391,298,42,19,23,2,General Medicine,False,False,90,2,76.21
2021-04-09,Friday,4,Spring,373,359,69,70,24,5,Cardiology,False,False,70,7,96.25
2025-11-04,Tuesday,11,Autumn,316,348,41,30,23,2,ICU,False,False,72,4,110.13
2023-11-27,Monday,11,Autumn,361,330,80,68,22,9,Pediatrics,False,False,74,5,91.41
2021-10-07,Thursday,10,Autumn,328,312,45,32,10,2,Pediatrics,False,False,93,8,95.12
2024-10-04,Friday,10,Autumn,357,250,31,57,20,5,ICU,True,False,89,7,70.03
2022-05-12,Thursday,5,Summer,369,364,51,31,7,4,ICU,False,False,75,8,98.64
2021-10-29,Friday,10,Autumn,377,313,28,49,25,11,Emergency,True,False,97,5,83.02
2021-06-30,Wednesday,6,Monsoon,321,356,62,32,6,1,ICU,False,False,73,8,110.9
2022-08-30,Tuesday,8,Monsoon,305,201,24,18,19,10,Cardiology,False,True,74,1,65.9
2024-01-28,Sunday,1,Winter,325,256,45,65,24,9,General Medicine,False,False,81,5,78.77
2022-12-01,Thursday,12,Winter,338,383,26,45,15,3,ICU,False,False,76,10,113.31
2023-09-20,Wednesday,9,Autumn,311,183,48,45,23,10,Neurology,False,False,100,2,58.84
2024-02-14,Wednesday,2,Winter,398,251,52,23,22,8,Orthopedics,False,False,82,5,63.07
2021-07-10,Saturday,7,Monsoon,313,371,43,45,15,4,Neurology,False,False,100,2,118.53
2021-09-10,Friday,9,Autumn,321,344,44,19,7,11,Neurology,False,False,77,6,107.17
2023-09-08,Friday,9,Autumn,350,338,50,50,8,9,General Medicine,False,False,82,9,96.57
2023-07-17,Monday,7,Monsoon,322,344,48,30,10,5,Cardiology,False,False,81,2,106.83
2024-03-30,Saturday,3,Spring,347,307,24,56,16,2,Emergency,False,False,79,10,88.47
2024-07-03,Wednesday,7,Monsoon,370,224,57,55,25,8,Pediatrics,False,False,79,2,60.54
2024-09-08,Sunday,9,Autumn,349,315,64,30,8,4,Cardiology,True,False,100,10,90.26
2021-05-08,Saturday,5,Summer,388,347,30,34,16,2,Neurology,False,False,77,3,89.43
2021-01-18,Monday,1,Winter,312,272,51,68,8,6,Emergency,False,False,96,10,87.18
2025-12-22,Monday,12,Winter,384,184,27,44,6,1,General Medicine,False,False,98,5,47.92
2025-10-25,Saturday,10,Autumn,309,335,39,40,16,8,Pediatrics,False,False,97,10,108.41
2022-07-20,Wednesday,7,Monsoon,354,283,53,63,17,9,Emergency,False,False,83,9,79.94
2022-07-24,Sunday,7,Monsoon,308,260,66,45,20,7,General Medicine,False,False,92,3,84.42
2024-09-08,Sunday,9,Autumn,378,266,61,64,8,9,Pediatrics,True,False,73,9,70.37
2022-11-17,Thursday,11,Autumn,351,316,27,29,12,2,Cardiology,False,False,89,9,90.03
2025-12-21,Sunday,12,Winter,301,309,21,66,9,11,Neurology,False,False,71,9,102.66
2022-09-18,Sunday,9,Autumn,324,242,40,55,18,1,Cardiology,False,False,78,4,74.69
2024-08-04,Sunday,8,Monsoon,312,230,34,52,19,7,Emergency,False,False,75,10,73.72
2023-05-04,Thursday,5,Summer,397,295,80,52,15,4,Pediatrics,False,False,98,6,74.31
2025-08-14,Thursday,8,Monsoon,350,292,25,57,14,10,Orthopedics,False,False,96,2,83.43
2023-08-20,Sunday,8,Monsoon,357,210,24,34,14,8,Neurology,False,False,88,1,58.82
2025-07-21,Monday,7,Monsoon,333,186,73,49,10,3,Neurology,False,False,100,2,55.86
2021-06-04,Friday,6,Monsoon,334,337,73,37,20,7,Cardiology,False,False,72,4,100.9
2022-05-05,Thursday,5,Summer,302,365,22,58,25,7,Emergency,False,False,98,7,120.86
2024-11-10,Sunday,11,Autumn,358,182,62,61,8,11,ICU,False,False,82,2,50.84
2023-02-24,Friday,2,Winter,369,230,62,53,13,10,General Medicine,False,False,96,10,62.33
2024-02-02,Friday,2,Winter,347,235,35,39,14,9,ICU,False,False,80,1,67.72
2024-11-17,Sunday,11,Autumn,363,252,54,68,9,11,Pediatrics,False,False,97,3,69.42
2021-09-03,Friday,9,Autumn,318,189,28,64,14,4,ICU,False,False,83,7,59.43
2024-04-14,Sunday,4,Spring,366,240,54,36,20,10,ICU,False,False,86,3,65.57
2023-11-29,Wednesday,11,Autumn,381,229,38,61,15,1,Emergency,False,False,87,2,60.1
2025-02-09,Sunday,2,Winter,372,301,62,22,10,7,Cardiology,False,False,74,1,80.91
2025-09-02,Tuesday,9,Autumn,375,354,65,68,11,10,Neurology,False,False,94,3,94.4
2023-01-29,Sunday,1,Winter,304,180,53,23,16,12,ICU,False,False,72,7,59.21
2022-06-22,Wednesday,6,Monsoon,366,364,58,29,17,6,Pediatrics,False,False,76,3,99.45
2023-07-10,Monday,7,Monsoon,310,217,29,62,21,11,Emergency,False,False,75,5,70.0
2022-02-12,Saturday,2,Winter,393,369,29,34,13,1,Cardiology,False,False,96,6,93.89
2022-06-09,Thursday,6,Monsoon,367,258,39,49,12,9,General Medicine,False,False,72,5,70.3
2023-04-08,Saturday,4,Spring,368,268,20,51,20,10,Cardiology,False,False,96,1,72.83
2025-03-10,Monday,3,Spring,300,377,25,17,25,8,Cardiology,False,False,89,5,125.67
2023-06-22,Thursday,6,Monsoon,390,261,72,48,7,10,ICU,False,False,82,3,66.92
2021-02-05,Friday,2,Winter,391,372,65,48,9,4,Pediatrics,False,False,80,8,95.14
2022-11-16,Wednesday,11,Autumn,362,369,78,50,25,5,Emergency,False,False,96,5,101.93
2021-01-20,Wednesday,1,Winter,328,363,21,49,17,8,Neurology,False,False,90,8,110.67
2021-11-17,Wednesday,11,Autumn,381,246,57,23,22,2,Pediatrics,False,False,71,9,64.57
2025-12-05,Friday,12,Winter,311,196,52,44,25,6,Orthopedics,False,False,77,2,63.02
2022-05-27,Friday,5,Summer,376,306,22,69,20,10,General Medicine,False,False,81,4,81.38
2022-02-04,Friday,2,Winter,340,291,55,68,18,2,Emergency,False,False,81,10,85.59
2022-10-16,Sunday,10,Autumn,301,315,32,40,15,12,Neurology,False,True,92,1,104.65
2023-08-30,Wednesday,8,Monsoon,336,239,54,26,22,11,ICU,False,False,84,10,71.13
2022-04-16,Saturday,4,Spring,344,219,34,38,12,8,Emergency,True,False,94,9,63.66
2024-03-12,Tuesday,3,Spring,379,388,64,55,16,5,Neurology,False,False,77,10,102.37
2024-01-21,Sunday,1,Winter,347,268,41,33,23,12,Orthopedics,False,False,81,8,77.23
2024-10-09,Wednesday,10,Autumn,323,369,62,58,24,10,General Medicine,False,False,92,2,114.24
2023-04-14,Friday,4,Spring,398,220,23,30,6,3,Pediatrics,False,False,100,6,55.28
2025-12-29,Monday,12,Winter,321,319,36,40,13,2,Cardiology,False,False,94,5,99.38
2022-12-28,Wednesday,12,Winter,399,294,24,37,13,4,Neurology,False,False,79,5,73.68
2023-05-04,Thursday,5,Summer,310,279,40,47,18,8,General Medicine,False,False,90,3,90.0
2021-02-20,Saturday,2,Winter,357,296,76,56,19,1,Pediatrics,False,False,72,1,82.91
2025-08-16,Saturday,8,Monsoon,345,361,43,44,15,10,Orthopedics,True,False,75,6,104.64
2025-09-18,Thursday,9,Autumn,328,268,50,37,17,3,General Medicine,False,False,94,6,81.71
2022-07-29,Friday,7,Monsoon,334,272,59,24,9,1,Neurology,False,False,100,5,81.44
2024-04-28,Sunday,4,Spring,314,318,72,50,10,2,General Medicine,True,False,100,9,101.27
2024-02-23,Friday,2,Winter,359,239,75,45,9,10,ICU,False,False,91,10,66.57
2021-05-30,Sunday,5,Summer,394,247,49,57,5,11,Cardiology,False,False,99,9,62.69
2021-11-10,Wednesday,11,Autumn,341,257,61,36,22,7,Orthopedics,False,False,97,10,75.37
2022-07-24,Sunday,7,Monsoon,342,225,26,57,12,1,ICU,False,True,84,1,65.79
2024-09-27,Friday,9,Autumn,379,217,68,57,21,9,General Medicine,False,False,83,7,57.26
2021-11-01,Monday,11,Autumn,373,368,79,68,15,8,General Medicine,False,False,72,6,98.66
2025-09-12,Friday,9,Autumn,348,196,26,52,15,1,Pediatrics,False,False,87,3,56.32
2022-11-13,Sunday,11,Autumn,363,245,46,61,7,10,Emergency,False,False,90,4,67.49
2023-04-18,Tuesday,4,Spring,331,379,43,16,12,1,ICU,True,False,93,4,114.5
2025-12-12,Friday,12,Winter,363,215,38,67,12,2,Orthopedics,False,False,93,4,59.23
2023-12-14,Thursday,12,Winter,301,253,60,37,25,2,Orthopedics,False,False,86,7,84.05
2023-09-30,Saturday,9,Autumn,323,186,75,68,25,6,Pediatrics,False,False,97,4,57.59
2022-03-20,Sunday,3,Spring,386,195,53,49,7,1,Orthopedics,False,False,83,10,50.52
2022-09-05,Monday,9,Autumn,365,193,41,51,14,4,Neurology,False,False,83,6,52.88
2023-09-20,Wednesday,9,Autumn,337,259,71,46,23,7,Neurology,False,False,85,1,76.85
2021-09-21,Tuesday,9,Autumn,330,204,70,70,18,12,Neurology,True,False,88,8,61.82
2023-12-13,Wednesday,12,Winter,325,284,46,57,22,9,Orthopedics,False,False,96,4,87.38
2025-05-15,Thursday,5,Summer,328,183,25,67,7,10,General Medicine,False,False,80,3,55.79
2023-10-01,Sunday,10,Autumn,366,336,29,26,24,3,Neurology,False,False,74,9,91.8
2025-07-02,Wednesday,7,Monsoon,377,306,64,49,18,4,General Medicine,False,False,70,2,81.17
2021-01-05,Tuesday,1,Winter,324,235,50,55,15,5,Pediatrics,False,False,98,8,72.53
2024-02-01,Thursday,2,Winter,347,185,44,17,14,5,ICU,True,False,91,6,53.31
2024-05-04,Saturday,5,Summer,364,308,21,48,18,2,Cardiology,True,False,89,6,84.62
2023-02-13,Monday,2,Winter,352,346,29,52,5,5,Pediatrics,False,False,94,10,98.3
2023-05-27,Saturday,5,Summer,366,308,29,38,20,10,Orthopedics,False,False,87,6,84.15
2023-09-19,Tuesday,9,Autumn,389,294,45,52,10,1,General Medicine,False,False,95,2,75.58
2023-06-03,Saturday,6,Monsoon,317,370,24,31,22,7,ICU,False,False,83,7,116.72
2024-10-05,Saturday,10,Autumn,308,236,41,54,20,5,Orthopedics,False,False,74,8,76.62
2021-02-16,Tuesday,2,Winter,337,374,23,15,23,6,Cardiology,False,False,74,8,110.98
2023-05-17,Wednesday,5,Summer,386,244,74,22,20,9,Orthopedics,False,False,91,10,63.21
2023-04-03,Monday,4,Spring,320,244,53,68,9,3,Neurology,False,False,74,7,76.25
2023-07-25,Tuesday,7,Monsoon,364,282,26,29,16,1,Emergency,False,False,79,7,77.47
2022-10-18,Tuesday,10,Autumn,320,200,69,64,10,8,Orthopedics,False,False,79,5,62.5
2021-09-26,Sunday,9,Autumn,326,337,36,59,6,2,Emergency,False,False,78,4,103.37
2022-01-05,Wednesday,1,Winter,369,212,30,39,20,2,Cardiology,False,False,83,4,57.45
2022-09-28,Wednesday,9,Autumn,343,355,72,22,25,10,Emergency,False,False,70,2,103.5
2024-02-04,Sunday,2,Winter,399,201,69,66,15,4,Cardiology,False,False,98,4,50.38
2025-08-21,Thursday,8,Monsoon,327,361,27,46,16,5,ICU,False,False,93,7,110.4
2025-08-10,Sunday,8,Monsoon,344,289,47,64,15,1,Emergency,False,False,75,2,84.01
2022-10-19,Wednesday,10,Autumn,316,183,79,27,24,11,Neurology,False,False,96,7,57.91
2021-04-30,Friday,4,Spring,339,362,63,60,23,3,Orthopedics,False,False,94,9,106.78
2023-04-11,Tuesday,4,Spring,302,351,75,29,12,11,Orthopedics,False,False,95,10,116.23
